CWE-ID	Name_Zh
304	
305	由主要弱点导致的身份验证绕过
306	关键功能缺少身份验证
307	未对过度认证尝试进行限制
308	使用单因素身份验证
309	使用密码系统作为主要身份验证方式
311	缺少敏感数据加密
312	
313	在文件或磁盘中以明文存储
314	注册表中的明文存储
315	在 Cookie 中明文存储敏感信息
316	在内存中明文存储敏感信息
317	GUI 中的敏感信息明文存储
318	在可执行文件中以明文存储敏感信息
319	敏感信息的明文传输
321	使用硬编码加密密钥
322	密钥交换缺乏实体身份验证
323	加密中重复使用随机数（Nonce）、密钥对
324	使用过期密钥
325	缺失加密步骤
326	加密强度不足
327	使用被破坏或存在风险的加密算法
328	
329	采用 CBC 模式生成可预测 IV
330	使用了不够随机的值
331	熵不足
332	PRNG 中的熵不足
333	对真随机数发生器（TRNG）中熵不足的处理不当
334	随机值空间过小
335	伪随机数生成器 (PRNG) 中种子使用不当
336	
337	伪随机数生成器 (PRNG) 中可预测的种子
338	使用加密弱伪随机数生成器 (PRNG)
339	伪随机数生成器（PRNG）种子空间过小
340	生成可预测的数字或标识符
341	可从可观测状态预测
342	根据先前值可预测出确切值
343	可通过先前值预测数值范围
344	在动态变化的环境中使用不变值
345	
346	来源验证错误
347	
348	使用不可信来源
349	接受带有信任数据的无关不可信数据
350	依赖反向 DNS 解析执行安全关键操作
351	类型区分不足
352	跨站请求伪造 (CSRF)
353	缺乏完整性校验支持
354	不当的完整性校验值验证
356	产品 UI 未向用户发出不安全操作警告
357	危险操作的 UI 警告不足
358	标准安全检查实施不当
359	向未经授权的参与者泄露私人个人信息
360	对系统事件数据的信任
362	使用同步不当的共享资源进行并发执行（“竞争条件”）
363	竞态条件导致链接跟踪
364	信号处理程序竞争条件
365	已弃用：Switch 语句中的竞态条件
366	线程内竞态条件
367	检查时机与使用时机 (TOCTOU) 竞争条件
368	上下文切换竞争条件
369	除以零
370	初始检查后未检查证书吊销状态
372	内部状态区分不完整
373	已弃用：状态同步错误
374	向不受信任的方法传递可变对象
375	将可变对象返回给不可信调用者
377	不安全的临时文件
378	创建具有不安全权限的临时文件
379	在权限不安全的目录中创建临时文件
382	J2EE 不良实践：使用 System.exit()
383	J2EE 不良实践：直接使用线程
384	会话固定
385	隐蔽计时通道
386	符号名称未映射到正确对象
390	
391	未检查的错误条件
392	未报告错误情况
393	
394	意外的状态码或返回值
395	使用捕获 NullPointerException 来检测空指针解引用
396	
397	声明抛出通用异常
400	不受控制的资源消耗
401	有效生命周期结束后未释放内存
402	将私有资源传输到新领域（“资源泄漏”）
403	文件描述符暴露给非预期的控制域（“文件描述符泄漏”）
404	资源关闭或释放不当
405	
406	网络消息流量控制不足（网络放大）
407	低效的算法复杂度
408	行为顺序不正确：过早放大
409	对高度压缩数据的处理不当（数据放大）
410	资源池不足
412	未受限制的外部可访问锁
413	资源锁定不当
414	缺失锁检查
415	重复释放内存
416	释放后重用 (Use After Free)
419	未受保护的主通道
420	未受保护的替代通道
421	访问备用通道时的竞争条件
422	未受保护的 Windows 消息通道 ('Shatter')
423	已废弃：代理信任通道
424	替代路径防护不当
425	直接请求（“强制浏览”）
426	不受信任的搜索路径
427	
428	未引用的搜索路径或元素
430	
431	缺少处理器
432	执行敏感操作时未禁用危险信号处理程序
433	未解析的原始 Web 内容交付
434	无限制上传危险类型文件
435	多个运行正常的实体之间的不当交互
436	解释冲突
437	端点特性模型不完整 (Incomplete Model of Endpoint Features)
439	新版本或环境中的行为变更
440	
441	非预期代理或中介（“困惑的代理”）
443	已弃用：HTTP 响应拆分
444	
446	安全功能的 UI 不一致
447	UI 中未实现或不支持的功能
448	用户界面中的过时功能
449	用户界面执行了错误的操作
450	UI 输入的多重解析
451	用户界面 (UI) 对关键信息的误导
453	不安全的默认变量初始化
454	信任变量或数据存储的外部初始化
455	初始化失败时未退出
456	
457	使用未初始化的变量
458	已弃用：初始化不正确
459	不完全清理
460	抛出异常时未进行适当清理
462	关联列表 (Alist) 中存在重复键
463	
464	添加数据结构哨兵值
466	
467	在指针类型上使用 sizeof()
468	不正确的指针缩放
469	使用指针减法确定大小
470	使用外部可控输入选择类或代码（“不安全的反射”）
471	修改假定不可变数据 (MAID)
472	对假定不可变 Web 参数的外部控制
473	PHP 外部变量修改
474	使用具有不一致实现的函数
475	API 输入的未定义行为
476	NULL 指针解引用
477	使用过时函数
478	多条件表达式中缺少默认情况
479	信号处理程序使用非可重入函数
480	使用了错误的运算符
481	赋值而非比较
482	比较而非赋值
483	不正确的块定界
484	Switch 语句中缺少 break 语句
486	通过名称比较类
487	依赖包级作用域
488	
489	活动调试代码
491	公开的 cloneable() 方法未设为 final（“对象劫持”）
492	使用包含敏感数据的内部类
493	关键公共变量缺少 final 修饰符
494	下载代码时未进行完整性校验
495	公共方法返回私有数据结构
496	公共数据被赋值给私有数组类型字段
497	向未经授权的控制域暴露敏感系统信息
498	包含敏感信息的可克隆类
499	可序列化类包含敏感数据
500	公共静态字段未标记为 Final
501	信任边界违规
502	不受信任数据的反序列化
506	嵌入式恶意代码
507	特洛伊木马
508	非复制恶意代码
509	复制恶意代码（病毒或蠕虫）
510	陷门
511	逻辑/时间炸弹
512	间谍软件 (Spyware)
514	隐蔽通道
515	隐蔽存储通道
516	已弃用：隐蔽时间信道
520	.NET 配置错误：使用模拟
521	弱密码要求
522	凭据保护不足
523	未受保护的凭据传输
524	包含敏感信息的缓存使用
525	使用包含敏感信息的 Web 浏览器缓存
526	在环境变量中以明文存储敏感信息
527	版本控制仓库暴露于未授权控制域
528	核心转储文件暴露给未经授权的控制域
529	将访问控制列表文件暴露给未经授权的控制范围
530	
531	测试代码中包含敏感信息
532	将敏感信息插入日志文件
533	已弃用：通过服务器日志文件泄露信息
534	已弃用：通过调试日志文件泄露信息
535	通过 Shell 错误消息泄露信息
536	Servlet 运行时错误消息包含敏感信息
537	Java 运行时错误消息包含敏感信息
538	将敏感信息插入到可外部访问的文件或目录中
539	在持久性 Cookie 中使用敏感信息
540	源代码中包含敏感信息
541	在包含文件中包含敏感信息
542	已弃用：通过清理日志文件泄露信息
543	在多线程上下文中未使用同步的单例模式
544	缺少标准化的错误处理机制
545	已弃用：使用动态类加载
546	可疑注释
547	使用硬编码的安全相关常量
548	通过目录列表暴露信息
549	缺少密码字段掩码
550	服务器生成的错误信息包含敏感信息
551	不正确的行为顺序：在解析和规范化之前进行授权
552	文件或目录可被外部方访问
553	外部可访问目录中的命令外壳
554	ASP.NET 配置错误：未使用输入验证框架
555	J2EE 配置错误：配置文件中存在明文密码
556	ASP.NET 配置错误：使用身份模拟
558	在多线程应用程序中使用 getlogin()
560	在 umask() 中使用 chmod 风格的参数
561	僵尸代码
562	返回栈变量地址
563	变量赋值后未使用
564	SQL 注入：Hibernate
565	依赖未经验证和完整性检查的 Cookie
566	通过用户控制的SQL主键进行授权绕过
567	多线程环境下的共享数据共享数据同步访问缺失
568	未调用 super.finalize() 的 finalize() 方法
570	表达式始终为 False
571	表达式始终为真
572	调用 Thread run() 而非 start()
573	调用者未遵循规范
574	EJB 糟糕实践：使用同步原语
575	EJB 不良实践：使用 AWT Swing
576	EJB 不良实践：使用 Java I/O
577	EJB 糟糕实践：使用 Socket
578	EJB 不良实践：类加载器的使用
579	J2EE不良实践：会话中存储不可序列化对象
580	clone() 方法未调用 super.clone()
581	对象模型违反：仅定义了 Equals 和 Hashcode 中的一个
582	数组被声明为 Public、Final 和 Static
583	finalize() 方法声明为 Public
584	在 Finally 块中使用 Return 语句
585	空同步块
586	显式调用 Finalize()
587	给指针分配固定地址
588	试图访问非结构体指针的子项
589	调用非普及型 API
590	释放非堆内存
591	敏感数据存储在未正确锁定的内存中
592	已弃用：身份验证绕过问题
593	身份验证绕过：在创建SSL对象后修改OpenSSL CTX对象
594	J2EE 框架：将不可序列化对象保存到磁盘
595	比较对象引用而非对象内容
596	已弃用：不正确的语义对象比较
597	字符串比较中使用了错误的运算符
598	使用带有敏感查询字符串的 HTTP 请求
599	未验证 OpenSSL 证书
600	Servlet 中未捕获的异常
601	URL 重定向到不受信任的站点（“开放重定向”）
602	
603	使用客户端身份验证
605	同一端口多次绑定
606	循环条件未检查的输入
607	公有静态最终字段引用可变对象
608	Struts: ActionForm 类中的非私有字段
609	双重检查锁定
610	外部控制对另一领域资源的引用
611	不当限制 XML 外部实体引用
612	包含敏感信息的索引授权不当
613	会话过期不足
614	HTTPS 会话中敏感 Cookie 缺少 'Secure' 属性
615	在源代码注释中包含敏感信息
616	上传文件变量识别不完整 (PHP)
617	可达断言
618	暴露的不安全ActiveX方法
619	悬空数据库游标（“游标注入”）
620	未经身份验证的密码更改
621	变量提取错误
622	函数钩子参数验证不当 (Improper Validation of Function Hook Arguments)
623	不安全的 ActiveX 控件被标记为脚本安全
624	
625	宽松的正则表达式
626	空字节交互错误（中毒空字节）
627	动态变量求值
628	函数调用中参数指定错误
636	未能安全失败（“开放式失败”）
637	保护机制中不必要的复杂性（未使用“机制经济性”原则）
638	
639	通过用户可控键导致的授权绕过
640	
641	对文件和其他资源名称的不当限制
642	关键状态数据的外部控制
643	对 XPath 表达式中的数据中和不当（“XPath 注入”）
644	未能正确中和用于脚本语法的HTTP头
645	过于严格的账户锁定机制
646	依赖外部提供的文件名或扩展名
647	
648	
649	
650	在服务器端信任 HTTP 权限方法
651	包含敏感信息的 WSDL 文件泄露
652	XQuery 表达式中数据的不当处理（“XQuery 注入”）
653	不适当的隔离或分区
654	依赖单一因素进行安全决策
655	心理可接受性不足
656	依赖隐蔽性带来的安全性
657	
662	同步不当
663	
664	资源生命周期控制不当
665	不当初始化
666	资源在其生命周期的错误阶段被操作
667	不当锁定
668	资源暴露给错误的域
669	域间资源传输错误
670	始终错误的控制流实现
671	缺少管理员对安全的控制
672	资源过期或释放后操作
673	控制范围定义的外部影响
674	不受控制的递归
675	在单操作上下文中对资源执行多次操作
676	使用潜在危险函数
680	整数溢出导致缓冲区溢出
681	数值类型之间的错误转换
682	计算错误
683	函数调用参数顺序错误
684	指定功能提供不正确
685	函数调用参数数量错误
686	参数类型错误的函数调用
687	函数调用参数值指定错误
688	函数调用时使用了错误的变量或引用作为参数
689	资源复制期间的权限竞争条件
690	未检查返回值导致的空指针解引用
691	控制流管理不足
692	不完整的拒绝列表导致跨站脚本
693	保护机制失效
694	使用具有重复标识符的多个资源
695	使用低级功能
696	行为顺序不当
697	不正确的比较
698	重定向后执行 (EAR)
703	对异常条件检查或处理不当
704	不正确的类型转换或强制转换
705	
706	使用了错误解析的名称或引用
707	不当消除
708	所有权分配不当
710	未遵循编码标准
732	
733	编译器优化导致的安全性关键代码移除或修改
749	暴露危险方法或函数
754	对异常或特殊条件的检查不当
755	异常条件处理不当
756	缺少自定义错误页面
757	协商期间选择安全性较低的算法（“算法降级”）
758	依赖未定义、未指定或实现定义的行为
759	未加盐的单向哈希使用
760	使用可预测盐值的单向哈希
761	释放非缓冲区起始位置的指针
762	
763	释放无效指针或引用
764	
765	关键资源多次解锁
766	关键数据元素被声明为公有
767	通过公共方法访问关键私有变量
768	短路求值不当
769	已弃用：不受控制的文件描述符消耗
770	不受限制或未限流的资源分配
771	缺少对已分配活动资源的引用
772	
773	缺少对活动文件描述符或句柄的引用
774	文件描述符或句柄分配缺少限制或节流
775	有效生命周期结束后未释放文件描述符或句柄
776	DTD 中对递归实体引用的限制不当（“XML 实体扩展”）
777	未使用锚点的正则表达式
778	日志记录不足
779	
780	
781	
782	暴露的 IOCTL 且访问控制不足
783	运算符优先级逻辑错误
784	在安全决策中依赖未经验证和完整性检查的 Cookie
785	使用无最大容量缓冲区的路径操作函数
786	在缓冲区起始位置之前访问内存
787	越界写入
788	
789	内存分配值过大
790	特殊元素过滤不当
791	特殊元素过滤不完整
792	一个或多个特殊元素过滤不完整
793	仅过滤特殊元素的单个实例
794	对多个特殊元素实例的过滤不完整
795	仅在指定位置过滤特殊元素
796	仅过滤相对于标记的特殊元素
797	仅在绝对位置过滤特殊元素
798	使用硬编码凭据
799	交互频率控制不当
804	可猜测的 CAPTCHA
805	缓冲区访问长度值错误
806	
807	依赖不可信输入进行安全决策
820	缺少同步
821	不正确的同步
822	不受信任的指针解引用
823	使用范围外指针偏移
824	访问未初始化的指针
825	过期指针解引用
826	在预期生命周期内过早释放资源
827	文档类型定义控制不当
828	
829	包含来自不受信任控制领域的功能
830	
831	信号处理函数关联了多个信号
832	解锁未被锁定的资源
833	死锁
834	过度迭代
835	循环中存在无法到达的退出条件（“无限循环”）
836	使用密码哈希而非密码进行身份验证
837	单一唯一操作的执行不当
838	
839	数值范围比较缺少最小值检查
841	行为工作流强制执行不当
842	将用户放入错误的组
843	使用不兼容类型访问资源（“类型混淆”）
862	缺少授权
863	授权不正确
908	使用未初始化的资源
909	资源未初始化
910	使用已过期的文件描述符
911	引用计数更新不当
912	隐藏功能
913	对动态管理代码资源控制不当
914	动态识别变量控制不当
915	动态决定对象属性的不当控制修改
916	使用计算开销不足的密码散列
917	未对表达式语言语句中使用的特殊元素进行充分净化（“表达式语言注入”）
918	服务器端请求伪造 (SSRF)
920	电源消耗限制不当
921	在缺乏访问控制的机制中存储敏感数据
922	不安全地存储敏感信息
923	对通信通道至预期端点的限制不当
924	通信信道传输过程中消息完整性强制执行不当
925	广播接收器未正确验证意图
926	Android 应用程序组件导出不当
927	
939	自定义 URL 方案处理程序中的授权不当
940	未能正确验证通信渠道的来源
941	通信信道中目标指定不正确
942	
943	数据查询逻辑中特殊元素的中和不当
1004	未设置“HttpOnly”标志的敏感 Cookie
1007	向用户展示的同形异义字视觉区分不足
1021	不当限制呈现的 UI 层或框架
1022	
1023	缺少因素的不完整比较
1024	不兼容类型的比较
1025	使用错误因子进行比较
1037	处理器优化导致的安全性关键代码被移除或修改
1038	不安全的自动优化
1039	自动识别机制中对对抗性输入扰动的检测或处理不足
1041	使用冗余代码
1042	单例类元素之外的静态成员数据元素
1043	数据元素聚合了过多的非原语元素
1044	架构的水平层数超出预期范围
1045	父类具有虚析构函数且子类不具有虚析构函数
1046	使用字符串拼接创建不可变文本
1047	具有循环依赖的模块
1048	具有大量外部调用可调用控制元素
1049	大数据表中的过度数据查询操作
1050	循环内过度消耗平台资源
1051	使用硬编码的网络资源配置数据进行初始化
1052	初始化中过度使用硬编码字面量
1053	缺失设计文档
1054	在不必要深层的水平层级调用控制元素
1055	继承自多个具体类 (Multiple Inheritance from Concrete Classes)
1056	带有可变参数的可调用控制元素
1057	在预期的数据管理组件之外进行数据访问操作
1058	多线程上下文中包含非 Final 静态可存储或成员元素的的可调用控制元素
1059	技术文档不足
1060	过多的低效服务端数据访问
1061	封装不足
1062	引用子类的父类
1063	在静态代码块中创建类实例
1064	签名包含过多参数的可调用控制元素
1065	为在应用服务器上运行而构建的组件中的运行时资源管理控制元素
1066	缺失序列化控制元素
1067	过度执行数据资源的顺序搜索
1068	实现与文档设计之间不一致
1069	空异常块
1070	可序列化数据元素包含不可序列化项元素
1071	空代码块
1072	未使用连接池访问数据资源
1073	非 SQL 可调用控制元素具有过多的数据资源访问次数
1074	继承层级过深的类
1075	Switch 语句块之外的无条件控制流转移
1076	未能充分遵循预期规范
1077	使用不正确运算符的浮点数比较
1078	不适当的源代码风格或格式
1079	父类缺少虚析构方法
1080	源代码文件代码行数过多
1082	类实例自我销毁控制元素
1083	从预期数据管理器组件外部进行数据访问
1084	具有过多文件或数据访问操作的可调用控制元素
1085	包含过多注释代码的可调用控制元素
1086	类具有过多的子类
1087	具有虚方法但没有虚析构函数的类
1088	同步访问远程资源且未设置超时
1089	具有过多索引的大数据表
1090	方法包含对另一个类的成员元素的访问
1091	未调用析构方法而使用对象
1092	在多个架构层中使用相同的可调用控制元素
1093	数据表示过于复杂
1094	数据资源的过度索引范围扫描
1095	循环体内更新循环条件值
1096	未使用适当锁或同步创建单例类实例
1097	持久化可存储数据元素缺少关联的比较控制元素
1098	包含指针项但缺乏适当复制控制元素的数据元素
1099	标识符命名约定不一致
1100	系统相关函数隔离不足
1101	生成代码依赖于运行时组件
1102	依赖于机器相关的数据表示
1103	使用依赖于平台的第三方组件
1104	使用未维护的第三方组件
1105	机器相关功能的封装不足
1106	符号常量使用不足
1107	符号常量定义隔离不足
1108	过度依赖全局变量
1109	同一变量用于多种用途
1110	设计文档不完整
1111	I/O 文档不完整
1112	程序执行文档不完整
1113	不恰当的注释风格
1114	不恰当的空白字符样式
1115	源代码元素缺少标准前导部分
1116	源代码注释不准确
1117	可调用对象缺乏足够的行为摘要
1118	错误处理技术文档不足
1119	过度使用无条件分支
1120	过度代码复杂度
1121	过高的 McCabe 圈复杂度
1122	过高的 Halstead 复杂度
1123	过度使用自修改代码
1124	过深嵌套
1125	攻击面过大 (Excessive Attack Surface)
1126	变量声明范围过宽
1127	编译时的警告或错误不足
1164	无关代码
1173	验证框架使用不当
1174	ASP.NET 配置错误：模型验证不当
1176	CPU 计算效率低下
1177	使用了禁用代码
1187	已弃用：使用未初始化的资源
1188	
1189	
1190	引导阶段 DMA 设备启用过早
1191	具有不当访问控制的片上调试和测试接口
1192	片上系统 (SOC) 中 IP 模块的标识符不当
1193	在启用 Fabric 访问控制之前启动不可信执行核心
1204	生成弱初始化向量 (IV)
1209	未能禁用保留位
1220	访问控制粒度不足
1221	寄存器默认值或模块参数不正确
1222	
1223	一次性写入属性的竞争条件
1224	对“只写一次”位字段的限制不当
1229	涌现资源的创建 (Creation of Emergent Resource)
1230	通过元数据泄露敏感信息
1231	锁定位修改防护不当
1232	电源状态转换后的锁行为不当
1233	缺乏锁定位保护的安全敏感型硬件控制
1234	硬件内部或调试模式允许覆盖锁定机制
1235	性能关键型操作中自动装箱和拆箱使用不当
1236	
1239	硬件寄存器清零不当
1240	使用存在风险的密码学原语实现
1241	随机数生成器中使用了可预测算法
1242	包含未公开特性或“鸡比特”（Chicken Bits）
1243	调试期间未对敏感非易失性信息进行保护
1244	内部资产暴露于不安全的调试访问级别或状态
1245	硬件逻辑中不当的有限状态机 (FSM)
1246	有限写入非易失性存储器中的写入处理不当
1247	对电压和时钟毛刺的防护不当
1248	
1249	
1250	共享状态独立表示之间一致性保存不当
1251	镜像区域数值不一致
1252	CPU 硬件未配置为支持写与执行操作的互斥性
1253	熔丝值选择错误 (Incorrect Selection of Fuse Values)
1254	错误的比较逻辑粒度
1255	
1256	硬件功能软件接口限制不当
1257	对镜像或别名内存区域应用了不当的访问控制
1258	因未清除调试信息导致的敏感系统信息泄露
1259	对安全令牌分配的不当限制
1260	对受保护内存范围重叠处理不当
1261	单粒子翻转处理不当
1262	寄存器接口访问控制不当
1263	不当的物理访问控制
1264	硬件逻辑中控制通道与数据通道之间的不安全去同步
1265	通过嵌套调用对非重入代码进行非预期的重入调用
1266	报废设备敏感数据擦除不彻底
1267	策略使用过时的编码
1268	控制代理和数据代理之间的策略权限分配不一致
1269	产品以非发布配置发布
1270	安全令牌生成错误
1271	保存安全设置的寄存器在复位时值为未初始化
1272	调试/电源状态转换前未清除敏感信息
1273	设备解锁凭据共享
1274	
1275	敏感 Cookie 的 SameSite 属性设置不当
1276	
1277	固件无法更新
1278	缺少针对使用集成电路 (IC) 成像技术的硬件逆向工程的保护
1279	加密操作在辅助单元准备就绪前运行
1280	资产被访问后才执行访问控制检查
